Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Antigen processing and presentation	15/78	1.01174297281691e-18	1.49737959976902e-16	43.2787243337702	1793.24775887694	KLRC3;KLRC4;IFNG;KLRD1;KIR2DL4;B2M;PDIA3;HLA-C;HLA-A;KIR3DL2;CD8B;CD8A;PSME1;KLRC1;KLRC2	1	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	16/131	1.34273741320705e-16	9.93625685773214e-15	25.4570048309179	930.368273912992	KLRC3;KLRD1;SH2D1B;HLA-C;HLA-A;PRF1;KLRK1;KLRC1;KLRC2;IFNG;HCST;CD247;GZMB;KIR3DL2;FYN;RAC2	2	KEGG_2021_Human
Graft-versus-host disease	8/42	1.71909812010263e-10	8.48088405917299e-09	40.2474645030426	904.926049554595	GZMB;HLA-C;HLA-A;KIR3DL2;IFNG;KLRD1;PRF1;KLRC1	3	KEGG_2021_Human
Human immunodeficiency virus 1 infection	13/212	7.19977409199668e-10	2.66391641403877e-08	11.5804699171533	243.789751430978	CALM1;B2M;APOBEC3G;HLA-C;HLA-A;APOBEC3C;CD3G;CD3E;CD3D;RAC2;CFL1;PDIA3;CD247	4	KEGG_2021_Human
T cell receptor signaling pathway	10/104	9.28002218506369e-10	2.74688656677885e-08	18.4602463605823	383.935963685983	CBLB;CD8B;CD8A;PTPRC;IFNG;CD247;CD3G;CD3E;CD3D;FYN	5	KEGG_2021_Human
Viral myocarditis	7/60	8.73177181137989e-08	2.15383704680704e-06	22.3771972262538	363.712528885368	ACTB;HLA-C;HLA-A;ACTG1;PRF1;FYN;RAC2	6	KEGG_2021_Human
Regulation of actin cytoskeleton	11/218	1.15412303029329e-07	2.18334627939579e-06	9.24966867598649	147.761189787871	PFN1;MYL12B;ACTB;MYL12A;TMSB4X;RAC2;CFL1;ARPC2;ACTG1;MSN;MYH9	7	KEGG_2021_Human
Primary immunodeficiency	6/38	1.18018717805178e-07	2.18334627939579e-06	31.5317796610169	503.008274469788	PTPRC;CD8B;CD8A;IL2RG;CD3E;CD3D	8	KEGG_2021_Human
Th1 and Th2 cell differentiation	7/92	1.68138245248513e-06	2.76494003297554e-05	13.9303167420814	185.216017777919	IFNG;CD247;CD3G;IL2RG;CD3E;CD3D;IL2RB	9	KEGG_2021_Human
Measles	8/139	2.48530332740549e-06	3.67824892456012e-05	10.3948407475651	134.146624011902	CBLB;IL2RG;CCND3;MSN;CD3G;CD3E;CD3D;IL2RB	10	KEGG_2021_Human
Hematopoietic cell lineage	7/99	2.7567224250436e-06	3.70904471733139e-05	12.8658491267187	164.70175731743	CD2;CD7;CD8B;CD8A;CD3G;CD3E;CD3D	11	KEGG_2021_Human
Allograft rejection	5/38	3.5994301901392e-06	4.43929723450501e-05	25.2648332060097	316.68798919667	GZMB;HLA-C;HLA-A;IFNG;PRF1	12	KEGG_2021_Human
Th17 cell differentiation	7/107	4.63511103574482e-06	5.04214853393981e-05	11.8317948717949	145.316334617933	IL2RG;IFNG;CD247;CD3G;CD3E;CD3D;IL2RB	13	KEGG_2021_Human
Epstein-Barr virus infection	9/202	4.76959996453765e-06	5.04214853393981e-05	7.98139220545168	97.7979790480678	B2M;HLA-C;HLA-A;CD3G;CD3E;CD3D;CCND3;PDIA3;CD247	14	KEGG_2021_Human
