Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Natural killer cell mediated cytotoxicity	31/131	1.98159043035447e-23	4.87471245867199e-21	14.7865441176471	772.974835310326	KLRC3;TYROBP;KLRD1;PTPN6;SH2D1A;SH2D1B;HLA-C;HLA-A;PRF1;FASLG;KLRK1;KLRC1;KLRC2;NFATC2;NCR3;IFNG;HCST;LCP2;CD247;FCGR3A;FCER1G;GZMB;KIR3DL2;LCK;ZAP70;CD48;ITGB2;ITGAL;MAPK1;FYN;RAC2	1	KEGG_2021_Human
Antigen processing and presentation	25/78	1.02047300106523e-22	1.25518179131023e-20	22.226779691915	1125.48868145242	KLRC3;HSPA5;KLRC4;TAP2;TAP1;TAPBP;IFNG;KLRD1;CALR;KIR2DL4;B2M;PDIA3;HLA-DRB5;HLA-C;HLA-A;KIR3DL2;HLA-F;CD8B;CD8A;PSME2;PSME1;HLA-DRB4;HLA-DRB3;KLRC1;KLRC2	2	KEGG_2021_Human
Regulation of actin cytoskeleton	28/218	5.40300672943079e-14	4.43046551813325e-12	6.94567806377257	212.185156277319	ACTN4;PFN1;CYFIP2;ARPC5L;MYL12B;ACTB;MYL12A;RHOA;ARPC1B;TMSB4X;RAC2;PPP1CA;CFL1;ARPC5;ARPC3;ARPC2;PXN;ACTG1;ACTR3;ACTR2;MSN;ITGAE;BRK1;CDC42;ITGB2;ITGAL;MAPK1;ITGB7	3	KEGG_2021_Human
Prion disease	30/273	4.32388313626096e-13	2.65918812880049e-11	5.83114491834948	166.009502318877	UQCR10;UQCR11;CSNK2B;COX1;PRKACB;COX6C;COX7B;COX6B1;PSMA6;PSMA7;PSMA5;PSMA2;NDUFA12;PSMB3;PSMB2;RAC2;NDUFB10;COX6A1;CYBA;UQCRB;ATP6;COX7A2;HSPA5;NDUFB7;NDUFB2;NDUFA3;NDUFA1;CCL5;MAPK1;FYN	4	KEGG_2021_Human
Parkinson disease	28/249	1.51347184350297e-12	6.7209703760875e-11	5.96184122160936	162.261136445752	CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;COX1;PRKACB;COX6C;COX7B;COX6B1;PSMA6;PSMA7;PSMA5;PSMA2;NDUFA12;PSMB3;PSMB2;NDUFB10;PARK7;COX6A1;UQCRB;ATP6;COX7A2;HSPA5;NDUFB7;NDUFB2;NDUFA3;NDUFA1	5	KEGG_2021_Human
Pathogenic Escherichia coli infection	25/197	1.63926106733841e-12	6.7209703760875e-11	6.80717054263566	184.724659107446	CYFIP2;ARPC5L;ACTB;RHOA;ARF1;ARPC1B;HCLS1;PTPN6;PYCARD;ARPC5;SLC9A3R1;ARPC3;ARPC2;ACTG1;FASLG;ACTR3;ACTR2;TMBIM6;BRK1;CASP4;CDC42;GAPDH;MYO1G;MAPK1;FYN	6	KEGG_2021_Human
Yersinia infection	21/137	2.56058054305768e-12	8.99861162274557e-11	8.4215682230655	224.778284561673	ARPC5L;ACTB;PYCARD;ARPC5;ARPC3;CD8B;CD8A;ARPC2;PXN;ACTG1;ACTR3;RHOA;ACTR2;NFATC2;LCP2;ARPC1B;CDC42;LCK;ZAP70;MAPK1;RAC2	7	KEGG_2021_Human
Graft-versus-host disease	13/42	3.2941444485468e-12	1.01294941792814e-10	20.5533430467865	543.407260105429	HLA-DRB5;GZMB;HLA-C;HLA-A;KIR3DL2;HLA-F;IFNG;KLRD1;HLA-DRB4;HLA-DRB3;PRF1;FASLG;KLRC1	8	KEGG_2021_Human
Human immunodeficiency virus 1 infection	25/212	8.52799636486596e-12	2.33098567306336e-10	6.25629698519724	159.458412177037	CALM1;GNG2;B2M;APOBEC3G;HLA-C;HLA-A;HLA-F;APOBEC3C;NFATC2;BST2;CALR;CD3G;CD3E;CD3D;RAC2;TAP2;TAP1;RBX1;CFL1;PDIA3;PXN;FASLG;TAPBP;CD247;MAPK1	9	KEGG_2021_Human
T cell receptor signaling pathway	18/104	1.16212707473e-11	2.71249428437682e-10	9.68209689001823	243.777617117462	PTPN6;CBLB;CD8B;CD8A;RHOA;NFATC2;PTPRC;IFNG;LCP2;CD247;CD3G;CD3E;CD3D;CDC42;LCK;ZAP70;MAPK1;FYN	10	KEGG_2021_Human
