Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Parkinson disease	70/249	5.2089836216344e-26	1.53665016838215e-23	5.76340448262815	335.527125519231	PSMC3;BAX;UQCRC1;CALM2;CALM3;CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;PSMD7;PSMD8;COX8A;DAXX;COX7A2L;ATF4;PRKACB;COX6C;COX7B;COX6B1;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA13;NDUFA11;COX5B;PSMB6;PSMB3;PSMB1;PSMB2;SDHD;SDHA;TUBA4A;UQCRQ;NDUFB11;NDUFB10;PARK7;COX6A1;NDUFV1;TXN2;COX7A2;UBC;UBB;HSPA5;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;PSMD13;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;VDAC3;VDAC1	1	KEGG_2021_Human
Oxidative phosphorylation	48/133	2.01239929238128e-23	2.96828895626239e-21	8.22073794278871	429.616829071712	SDHD;SDHA;UQCRQ;UQCRC1;ATP6V0D1;NDUFB11;NDUFB10;UQCR10;UQCR11;COX6A1;NDUFV1;COX8A;ATP6V0C;ATP6AP1;COX7A2L;COX17;COX7A2;ATP6V1F;COX6C;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;COX7B;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;ATP6V0E1;ATP6V0E2;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;NDUFAB1;COX5A;NDUFA13;NDUFA11;TCIRG1;COX5B	2	KEGG_2021_Human
Prion disease	69/273	9.9950707802096e-23	9.82848626720611e-21	4.97415932933683	251.977805158932	PSMC3;BAX;UQCRC1;UQCR10;UQCR11;PSMD7;PSMD8;COX8A;COX7A2L;CSNK2B;ATF4;PRKACB;COX6C;COX7B;STIP1;COX6B1;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA13;NDUFA11;COX5B;PSMB6;PSMB3;PSMB1;PSMB2;RAC1;RAC2;SDHD;SDHA;TUBA4A;UQCRQ;NCF1;NDUFB11;NDUFB10;COX6A1;NDUFV1;CYBA;COX7A2;HSPA5;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;PSMD13;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;VDAC3;VDAC1;CCL5;MAPK1;FYN	3	KEGG_2021_Human
Amyotrophic lateral sclerosis	81/364	1.35383770553837e-22	9.98455307834547e-21	4.23162487359822	213.078937346064	CCS;PSMC3;BAX;UQCRC1;PFN1;UQCR10;UQCR11;ACTB;PSMD7;PSMD8;COX8A;DAXX;GABARAPL1;COX7A2L;HNRNPA1L2;ATF4;COX6C;COX7B;ACTR1B;RANBP2;COX6B1;PSMA7;PSMA4;PSMA5;HNRNPA2B1;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA13;NDUFA11;COX5B;PSMB6;PSMB3;PSMB1;PSMB2;ANXA7;RAB8A;RAC1;SDHD;SDHA;TUBA4A;UQCRQ;SRSF3;NDUFB11;NDUFB10;TANK;COX6A1;NDUFV1;CHCHD10;ACTG1;COX7A2;HSPA5;TNFRSF1A;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;PSMD13;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;ANXA11;MATR3;VDAC1;NXT1;DCTN3;DCTN2;HNRNPA3	4	KEGG_2021_Human
Huntington disease	72/306	1.07225802646261e-21	6.32632235612939e-20	4.52845478543803	218.654266665799	PSMC3;BAX;UQCRC1;UQCR10;UQCR11;PSMD7;PSMD8;COX8A;COX7A2L;COX6C;COX7B;CLTB;CLTA;ACTR1B;AP2B1;COX6B1;PSMA7;PSMA4;PSMA5;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA13;NDUFA11;COX5B;PSMB6;PSMB3;PSMB1;PSMB2;SDHD;SDHA;TUBA4A;UQCRQ;NDUFB11;NDUFB10;COX6A1;NDUFV1;COX7A2;AP2M1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;PSMD13;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;VDAC3;VDAC1;DCTN3;DCTN2;POLR2C;POLR2E;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L	5	KEGG_2021_Human
Non-alcoholic fatty liver disease	47/155	2.31976435190674e-19	1.14055080635415e-17	6.32244392279604	271.281218310543	TGFB1;SDHD;SDHA;UQCRQ;BAX;UQCRC1;NDUFB11;NDUFB10;UQCR10;UQCR11;COX6A1;NDUFV1;COX8A;COX7A2L;ATF4;FASLG;COX7A2;COX6C;TNFRSF1A;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;COX7B;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;CDC42;NDUFAB1;COX5A;NDUFA13;NDUFA11;COX5B;RAC1	6	KEGG_2021_Human
Diabetic cardiomyopathy	53/203	2.00566478189904e-18	8.45244443800309e-17	5.14583333333333	209.695569962354	UQCRC1;UQCR10;UQCR11;COX8A;COX7A2L;COX6C;COX7B;CTSD;COX6B1;NDUFAB1;COX5A;NDUFA13;NDUFA11;COX5B;RAC1;RAC2;TGFB1;SDHD;PPP1CA;PPP1CB;SDHA;UQCRQ;NCF1;NDUFB11;NDUFB10;COX6A1;NDUFV1;CYBA;COX7A2;MPC1;MPC2;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;VDAC3;VDAC1;GAPDH	7	KEGG_2021_Human
Pathways of neurodegeneration	82/475	8.6864492117509e-16	3.20312814683314e-14	3.06883739782477	106.426044946618	CCS;PSMC3;BAX;UQCRC1;PSMD7;PSMD8;DAXX;GABARAPL1;ATF4;CSNK1A1;COX6B1;PSMA7;PSMA4;PSMA5;PSMA3;PSMA1;NDUFA13;NDUFA11;PSMB6;PSMB3;PSMB1;PSMB2;TUBA4A;UQCRQ;PARK7;TANK;FASLG;TNFRSF1A;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;CALM2;CALM3;CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;COX8A;COX7A2L;CSNK2B;COX6C;COX7B;ACTR1B;NDUFAB1;COX5A;COX5B;RAB8A;RAC1;SDHD;SDHA;NDUFB11;NDUFB10;COX6A1;NDUFV1;COX7A2;UBC;UBB;HSPA5;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;PSMD13;UQCRFS1;VDAC3;KRAS;VDAC1;DCTN3;DCTN2;MAPK1	8	KEGG_2021_Human
Thermogenesis	52/232	4.31524932685182e-15	1.41444283491254e-13	4.19717203456402	138.828269878851	UQCRC1;SMARCB1;UQCR10;UQCR11;ACTB;COX8A;COX7A2L;NDUFAF3;PRKACB;COX6C;COX7B;COX6B1;NDUFAB1;COX5A;NDUFA13;NDUFA11;COX5B;SDHD;SDHA;UQCRQ;COX20;NDUFB11;NDUFB10;COX6A1;NDUFV1;RHEB;COX17;COX16;ACTG1;COX7A2;COX14;COA4;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;UQCRFS1;NDUFA9;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;KRAS	9	KEGG_2021_Human
Spliceosome	40/150	1.41563271917007e-14	4.1761165215517e-13	5.25362575168023	167.530847475285	PHF5A;HNRNPK;SRSF3;SRSF4;HNRNPC;SNRNP27;SNRPG;SRSF6;SNRPE;PPIE;SNRPB;SRSF9;SNRPC;SF3B5;SF3B6;SF3B4;MAGOH;TXNL4A;BUD31;LSM2;LSM6;LSM4;PRPF6;LSM8;LSM7;HNRNPA1L2;PCBP1;SNRNP70;CCDC12;PRPF40A;SYF2;DDX46;RBM8A;SNRPA1;RBMX;RNU4-2;PUF60;TRA2B;SNRPB2;HNRNPA3	10	KEGG_2021_Human
