seurat_clusters	Sample	.n	.frac
c1	CN1	281	0.0133263776913592
c1	CN2	81	0.00384141136298966
c1	CT1	394	0.018685383666888
c1	CT2	145	0.00687660058806791
c1	EN1	970	0.0460020866925922
c1	EN2	180	0.00853646969553258
c1	EN3	39	0.00184956843403206
c1	ET1	1583	0.0750735084890449
c1	ET2	837	0.0396945840842265
c1	ET3	691	0.0327705586645167
c1	LB6	269	0.012757279711657
c1	LN1	770	0.0365171203642227
c1	LN2	1043	0.0494640994024471
c1	LN3	1201	0.0569572228018591
c1	LN4	724	0.0343355781086977
c1	LN5	580	0.0275064023522716
c1	LN6	937	0.0444370672484113
c1	LT1	818	0.0387935122830314
c1	LT2	1099	0.0521198899743906
c1	LT3	807	0.0382718391349711
c1	LT4	1041	0.0493692497391634
c1	LT5	490	0.0232381675045054
c1	LT6	383	0.0181637105188277
c1	RB1	380	0.0180214360239021
c1	RB2	870	0.0412596035284075
c1	RB3	363	0.0172152138859907
c1	RN1	639	0.0303044674191407
c1	RN2	856	0.0405956558854216
c1	RN3	326	0.0154604951152423
c1	RT1	923	0.0437731196054254
c1	RT2	1067	0.0506022953618515
c1	RT3	299	0.0141800246609125
c2	CN1	279	0.0170236133992312
c2	CN2	10	0.000610165354811154
c2	CT1	413	0.0251998291537007
c2	CT2	80	0.00488132283848923
c2	EN1	687	0.0419183598755263
c2	EN2	132	0.00805418268350723
c2	EN3	29	0.00176947952895235
c2	ET1	1367	0.0834096040026847
c2	ET2	741	0.0452132527915065
c2	ET3	629	0.0383794008176216
c2	LB6	415	0.0253218622246629
c2	LN1	480	0.0292879370309354
c2	LN2	533	0.0325218134114345
c2	LN3	1358	0.0828604551833547
c2	LN4	464	0.0283116724632375
c2	LN5	493	0.0300811519921899
c2	LN6	769	0.0469217157849777
c2	LT1	1019	0.0621758496552566
c2	LT2	1164	0.0710232473000183
c2	LT3	902	0.0550369150039661
c2	LT4	995	0.0607114528037098
c2	LT5	548	0.0334370614436512
c2	LT6	501	0.0305692842760388
c2	RB1	32	0.00195252913539569
c2	RB2	39	0.0023796448837635
c2	RB3	240	0.0146439685154677
c2	RN1	346	0.0211117212764659
c2	RN2	906	0.0552809811458905
c2	RN3	288	0.0175727622185612
c2	RT1	87	0.00530843858685704
c2	RT2	123	0.00750503386417719
c2	RT3	320	0.0195252913539569
c3	CN1	203	0.0133843212237094
c3	CN2	11	0.000725258785521197
c3	CT1	454	0.0299334080569658
c3	CT2	89	0.00586800290103514
c3	EN1	580	0.0382409177820268
c3	EN2	115	0.00758225093953979
c3	EN3	35	0.00230764159029472
c3	ET1	1185	0.0781301509856926
c3	ET2	722	0.0476033493769368
c3	ET3	716	0.0472077536757434
c3	LB6	343	0.0226148875848882
c3	LN1	254	0.0167468846838531
c3	LN2	601	0.0396255027362036
c3	LN3	1017	0.067053471352278
c3	LN4	436	0.0287466209533856
c3	LN5	702	0.0462846970396255
c3	LN6	610	0.0402188962879937
c3	LT1	1098	0.0723940133183886
c3	LT2	1062	0.0700204391112283
c3	LT3	859	0.056636117887519
c3	LT4	1017	0.067053471352278
c3	LT5	540	0.0356036131074042
c3	LT6	866	0.0570976462055779
c3	RB1	51	0.00336256346014373
c3	RB2	27	0.00178018065537021
c3	RB3	150	0.00988989252983451
c3	RN1	240	0.0158238280477352
c3	RN2	469	0.0309223973099492
c3	RN3	200	0.0131865233731127
c3	RT1	120	0.00791191402386761
c3	RT2	187	0.0123293993538604
c3	RT3	208	0.0137139843080372
c4	CN1	100	0.00671727010143078
c4	CN2	12	0.000806072412171693
c4	CT1	334	0.0224356821387788
c4	CT2	61	0.00409753476187277
c4	EN1	719	0.0482971720292873
c4	EN2	153	0.0102774232551891
c4	EN3	29	0.00194800832941493
c4	ET1	1047	0.0703298179619802
c4	ET2	677	0.0454759185866864
c4	ET3	588	0.039497548196413
c4	LB6	367	0.024652381272251
c4	LN1	470	0.0315711694767247
c4	LN2	729	0.0489688990394304
c4	LN3	1014	0.0681131188285081
c4	LN4	519	0.0348626318264257
c4	LN5	323	0.0216967824276214
c4	LN6	953	0.0640155840666353
c4	LT1	676	0.0454087458856721
c4	LT2	1035	0.0695237455498086
